mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,0.012636184692382812,0.01239776611328125,0.00858306884765625
mps-uncap,0.9,0.015497207641601562,0.012159347534179688,0.009298324584960938
mps-uncap,1.0,0.015020370483398438,0.012874603271484375,0.010728836059570312
mps-uncap,0.5,0.014543533325195312,0.011682510375976562,0.00858306884765625
mps-uncap,0.6,0.014781951904296875,0.011205673217773438,0.008821487426757812
mps-uncap,0.7,0.013828277587890625,0.011920928955078125,0.00858306884765625
mps-uncap,0.1,0.02384185791015625,0.0133514404296875,0.010251998901367188
mps-uncap,0.2,0.014066696166992188,0.012874603271484375,0.011205673217773438
mps-uncap,0.3,0.0152587890625,0.01239776611328125,0.01049041748046875
mps-uncap,0.4,0.013589859008789062,0.011682510375976562,0.0095367431640625
