mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,415.7841205596924,136.06524467468262,54.72707748413086
mps-uncap,0.9,527.4088382720947,438.66968154907227,105.74507713317871
mps-uncap,1.0,1694.6396827697754,1090.4717445373535,953.923225402832
mps-uncap,0.5,212.8121852874756,101.79305076599121,369.8577880859375
mps-uncap,0.6,202.75044441223145,88.43564987182617,33.112287521362305
mps-uncap,0.7,282.3958396911621,127.69699096679688,39.63422775268555
mps-uncap,0.1,60.749053955078125,56.56933784484863,20.075321197509766
mps-uncap,0.2,127.21371650695801,49.7896671295166,22.514820098876953
mps-uncap,0.3,120.3920841217041,58.78281593322754,24.118900299072266
mps-uncap,0.4,134.83357429504395,96.2073802947998,25.926589965820312
