mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,30.460119247436523,9.717941284179688,2.3136138916015625
mps-uncap,0.9,30.397415161132812,9.839773178100586,2.3012161254882812
mps-uncap,1.0,30.677080154418945,9.797334671020508,2.324342727661133
mps-uncap,0.5,30.174732208251953,9.924650192260742,2.3076534271240234
mps-uncap,0.6,30.170202255249023,9.934663772583008,2.305269241333008
mps-uncap,0.7,30.1969051361084,9.835243225097656,2.298116683959961
mps-uncap,0.1,30.022144317626953,10.25247573852539,2.3665428161621094
mps-uncap,0.2,30.022144317626953,10.000228881835938,2.331256866455078
mps-uncap,0.3,29.972553253173828,9.698152542114258,2.3276805877685547
mps-uncap,0.4,29.99281883239746,9.697437286376953,2.3012161254882812
