mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,353.29185009002686,100.19139528274535,37.691373825073256
mps-uncap,0.9,463.15714359283436,349.5554780960083,64.31499958038329
mps-uncap,1.0,1623.321902751923,991.3965034484853,916.219115257263
mps-uncap,0.5,159.17671918869004,66.60791397094724,20.66651344299318
mps-uncap,0.6,162.41458892822314,64.17299270629866,19.473352432250973
mps-uncap,0.7,227.64783859252935,91.13301515579215,25.18233537673951
mps-uncap,0.1,57.53474235534667,39.08252239227295,12.390029430389406
mps-uncap,0.2,82.0130324363708,44.199776649475076,15.251932144165009
mps-uncap,0.3,98.16613197326674,50.20511627197245,16.914615631103523
mps-uncap,0.4,101.4177036285401,56.035089492797844,18.887543678283667
