mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,35.033273696899414,23.7368106842041,6.377553939819337
mps-uncap,0.9,34.474897384643555,25.541639328002933,6.781005859375021
mps-uncap,1.0,34.508514404296875,26.42054557800293,7.4920654296875
mps-uncap,0.5,33.509016036987305,25.067234039306644,5.9299468994140625
mps-uncap,0.6,34.03730392456055,23.979663848876953,5.817127227783203
mps-uncap,0.7,33.9442253112793,25.31142234802246,5.925202369689941
mps-uncap,0.1,31.37528896331787,26.529860496520996,6.424283981323242
mps-uncap,0.2,32.16276168823242,26.3364315032959,6.147289276123047
mps-uncap,0.3,32.720947265625,24.86419677734375,6.141042709350586
mps-uncap,0.4,33.52923393249512,25.490522384643555,6.17218017578125
