mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,35.807132720947266,26.908159255981445,11.229991912841797
mps-uncap,0.9,35.05063056945801,28.71561050415039,11.265039443969727
mps-uncap,1.0,35.33029556274414,28.87248992919922,11.377096176147461
mps-uncap,0.5,35.104990005493164,28.418779373168945,369.7977066040039
mps-uncap,0.6,36.048173904418945,27.415990829467773,11.089801788330078
mps-uncap,0.7,35.58182716369629,28.982162475585938,11.147022247314453
mps-uncap,0.1,32.83238410949707,32.56940841674805,10.606527328491211
mps-uncap,0.2,33.26559066772461,32.05251693725586,11.217355728149414
mps-uncap,0.3,34.17801856994629,30.043363571166992,11.075258255004883
mps-uncap,0.4,34.59525108337402,29.873371124267578,10.811328887939453
