mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,181.82148933410645,59.968900680542,18.257093429565433
mps-uncap,0.9,286.9187831878662,181.60738945007327,35.498356819152846
mps-uncap,1.0,1442.0812845230105,788.5155200958252,830.7493925094604
mps-uncap,0.5,76.08485221862793,37.331342697143555,11.24262809753418
mps-uncap,0.6,93.62235069274902,37.90593147277832,11.645269393920898
mps-uncap,0.7,124.07493591308595,57.34472274780272,13.963532447814941
mps-uncap,0.1,32.72223472595215,26.77755355834961,7.3930740356445375
mps-uncap,0.2,49.43466186523438,30.159473419189453,9.440088272094727
mps-uncap,0.3,58.61642360687256,29.853391647338867,10.709118843078613
mps-uncap,0.4,65.9980297088623,30.913496017456055,11.519551277160645
