mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,73.31764698028564,24.959802627563477,7.218837738037109
mps-uncap,0.9,105.1633358001709,50.278663635253906,11.152505874633789
mps-uncap,1.0,742.790699005127,339.205265045166,342.454195022583
mps-uncap,0.5,33.30790996551514,20.528078079223633,5.11622428894043
mps-uncap,0.6,39.2756462097168,20.56121826171875,4.797220230102539
mps-uncap,0.7,54.72159385681152,24.591565132141113,5.25212287902832
mps-uncap,0.1,30.34496307373047,23.235440254211426,6.021738052368164
mps-uncap,0.2,30.727624893188477,21.036624908447266,5.784034729003906
mps-uncap,0.3,31.592488288879395,18.48149299621582,5.806446075439453
mps-uncap,0.4,32.85050392150879,18.41270923614502,5.789637565612793
