mode,load,0_densenet161-32,1_efficientnet_b6-2,2_mobilenet_v3_small-2
mps-uncap,0.8,319.42833662033075,80.47428369522083,32.56517410278321
mps-uncap,0.9,428.9892053604124,322.44538307189936,60.118341445922844
mps-uncap,1.0,1589.2995643615725,970.22159576416,910.7784867286674
mps-uncap,0.5,127.4576902389524,46.50011062622069,15.754051208496119
mps-uncap,0.6,129.5341777801517,45.409603118896456,15.353226661682129
mps-uncap,0.7,194.0844058990479,71.91202640533427,21.06015682220464
mps-uncap,0.1,25.96496343612669,16.25944375991821,6.213221549987795
mps-uncap,0.2,50.81694364547723,23.359465599060048,9.54706192016601
mps-uncap,0.3,67.77852296829238,28.39316844940183,11.83933973312378
mps-uncap,0.4,68.35776329040532,35.623698234558105,14.313411712646477
