mode,load,0_mobilenet_v2-8,1_resnet34-8,2_vgg16-2
mps-uncap,0.8,1412.8568984594865,997.416462810643,454.6811583833234
mps-uncap,0.9,1562.3078044046815,1120.771310161998,517.0160826127881
mps-uncap,1.0,1759.665203023029,1240.6497282508374,570.9117936507834
mps-uncap,0.5,840.2911969963745,616.7591977080715,280.76710982000117
mps-uncap,0.6,1019.3758023653666,732.8573447483824,344.34707911032285
mps-uncap,0.7,1181.2126645843368,861.0955144447769,398.26776953766904
mps-uncap,0.1,173.13330944633944,120.71292350098501,56.457825455319984
mps-uncap,0.2,350.57734397661534,253.2089237527778,113.43937695596767
mps-uncap,0.3,503.0646171396405,373.7085493149101,169.61848870872217
mps-uncap,0.4,682.7258332980932,486.16008994004625,228.1535943379431
