mode,load,0_mobilenet_v2-8,1_resnet34-8,2_vgg16-2
mps-uncap,0.8,10.461091995239258,16.336083412170407,9.796380996704102
mps-uncap,0.9,18.576264381408695,32.38434791564942,19.633769989013665
mps-uncap,1.0,88.68494033813477,335.6193780899048,103.53672504425049
mps-uncap,0.5,10.400819778442386,9.08348560333252,4.828500747680664
mps-uncap,0.6,10.0649356842041,10.672044754028319,5.990982055664061
mps-uncap,0.7,9.370183944702148,11.661219596862807,6.855583190917969
mps-uncap,0.1,6.941795349121094,5.784273147583008,2.676725387573242
mps-uncap,0.2,9.54432487487793,6.487250328063965,3.0315399169921875
mps-uncap,0.3,10.37566661834717,7.7904462814331055,3.619003295898438
mps-uncap,0.4,10.98957061767578,8.707642555236816,4.202055931091309
