mode,load,0_mobilenet_v2-8,1_resnet34-8,2_vgg16-2
mps-uncap,0.8,5.800724029541016,7.787466049194336,4.139184951782227
mps-uncap,0.9,5.351066589355469,8.009910583496094,4.456996917724609
mps-uncap,1.0,5.866765975952148,9.665250778198242,5.00035285949707
mps-uncap,0.5,6.960391998291016,6.954669952392578,3.8640499114990234
mps-uncap,0.6,6.6814422607421875,7.540225982666016,4.219532012939453
mps-uncap,0.7,6.491661071777344,7.408380508422852,3.9527416229248047
mps-uncap,0.1,6.872415542602539,8.125543594360352,3.7097930908203125
mps-uncap,0.2,7.217884063720703,6.452322006225586,4.067420959472656
mps-uncap,0.3,8.729696273803711,7.032871246337891,3.758668899536133
mps-uncap,0.4,7.362604141235352,6.590127944946289,3.836393356323242
