mode,load,0_mobilenet_v2-8,1_resnet34-8,2_vgg16-2
mps-uncap,0.8,3.4520626068115234,4.8065185546875,2.711772918701172
mps-uncap,0.9,3.718852996826172,5.659341812133789,3.0297040939331055
mps-uncap,1.0,4.151821136474609,6.469488143920898,3.3605098724365234
mps-uncap,0.5,4.024505615234375,4.646182060241699,2.4099349975585938
mps-uncap,0.6,3.850698471069336,4.71806526184082,2.5246143341064453
mps-uncap,0.7,3.676176071166992,4.675745964050293,2.583146095275879
mps-uncap,0.1,5.7086944580078125,4.987955093383789,2.1523237228393555
mps-uncap,0.2,5.51295280456543,4.932284355163574,2.160310745239258
mps-uncap,0.3,5.281686782836914,4.768729209899902,2.194643020629883
mps-uncap,0.4,5.215883255004883,4.794478416442871,2.325296401977539
