mode,load,0_alexnet-16,1_resnet18-8,2_squeezenet1_1-8
mps-uncap,0.8,2.115964889526367,3.3854007720947266,3.016233444213867
mps-uncap,0.9,2.1932125091552734,3.778219223022461,2.966642379760742
mps-uncap,1.0,2.3632049560546875,4.1446685791015625,3.211498260498047
mps-uncap,0.5,2.01873779296875,3.26385498046875,2.7484893798828125
mps-uncap,0.6,2.0221710205078125,3.334188461303711,2.724456787109375
mps-uncap,0.7,2.126455307006836,3.5812854766845703,2.813553810119629
mps-uncap,0.1,1.6466379165649414,3.145742416381836,2.7260780334472656
mps-uncap,0.2,1.7385482788085938,3.0330896377563477,2.5984764099121094
mps-uncap,0.3,1.8191337585449219,3.036642074584961,2.6353836059570312
mps-uncap,0.4,1.8510818481445312,3.093290328979492,2.6917457580566406
