mode,load,0_alexnet-16,1_resnet18-8,2_squeezenet1_1-8
mps-uncap,0.8,1.3856887817382812,1.5964508056640625,1.3251304626464844
mps-uncap,0.9,1.3937950134277344,1.5790462493896484,1.3370513916015625
mps-uncap,1.0,1.440286636352539,1.5904903411865234,1.3630390167236328
mps-uncap,0.5,1.439809799194336,1.590728759765625,1.3256072998046875
mps-uncap,0.6,1.3952255249023438,1.6028881072998047,1.329183578491211
mps-uncap,0.7,1.4216899871826172,1.600027084350586,1.329660415649414
mps-uncap,0.1,1.4040470123291016,1.6036033630371094,1.3470649719238281
mps-uncap,0.2,1.399993896484375,1.6012191772460938,1.3463497161865234
mps-uncap,0.3,1.3968944549560547,1.600503921508789,1.3413429260253906
mps-uncap,0.4,1.3971328735351562,1.5969276428222656,1.3344287872314453
