mode,load,0_alexnet-16,1_resnet18-8,2_squeezenet1_1-8
mps-uncap,0.8,0.0073909759521484375,0.008344650268554688,0.007867813110351562
mps-uncap,0.9,0.0073909759521484375,0.007867813110351562,0.00762939453125
mps-uncap,1.0,0.009059906005859375,0.009059906005859375,0.00858306884765625
mps-uncap,0.5,0.009059906005859375,0.0095367431640625,0.0095367431640625
mps-uncap,0.6,0.00858306884765625,0.010013580322265625,0.009298324584960938
mps-uncap,0.7,0.0069141387939453125,0.00762939453125,0.007152557373046875
mps-uncap,0.1,0.010013580322265625,0.011205673217773438,0.009775161743164062
mps-uncap,0.2,0.0095367431640625,0.0095367431640625,0.010251998901367188
mps-uncap,0.3,0.008344650268554688,0.00858306884765625,0.009775161743164062
mps-uncap,0.4,0.008344650268554688,0.008106231689453125,0.008344650268554688
