mode,load,0_alexnet-16,1_resnet18-8,2_squeezenet1_1-8
mps-uncap,0.8,5893.179391729107,1629.4912776310664,2127.0264529142028
mps-uncap,0.9,6409.042256245214,1939.9353093240238,2371.426081019477
mps-uncap,1.0,7393.3400729192745,2096.8441064840285,2703.1375750217676
mps-uncap,0.5,3652.0857390056117,1021.6255364393307,1345.5416419557487
mps-uncap,0.6,4359.367828932827,1274.0165365291302,1606.9757343684475
mps-uncap,0.7,5090.671742812855,1426.1735338945336,1909.3323951182042
mps-uncap,0.1,743.0953497665519,209.51637335029454,266.7066262691854
mps-uncap,0.2,1478.3315109744715,421.58794490778365,536.4004152419993
mps-uncap,0.3,2181.868010888908,637.0492859065396,829.7986560910072
mps-uncap,0.4,2957.3749764787303,828.2355972873698,1060.0533099138736
