mode,load,0_alexnet-16,1_resnet18-8,2_squeezenet1_1-8
mps-uncap,0.8,2.3294544219970708,3.7629985809326163,3.294229507446289
mps-uncap,0.9,2.373008728027343,4.23431396484375,3.210935592651367
mps-uncap,1.0,2.5022029876708984,4.434263706207275,3.407821655273437
mps-uncap,0.5,2.316818237304687,3.8187408447265616,3.0335140228271484
mps-uncap,0.6,2.284784317016602,3.861589431762697,3.0247163772583026
mps-uncap,0.7,2.3593902587890625,4.0818023681640625,3.141255378723145
mps-uncap,0.1,1.914012432098389,3.334684371948242,2.898111343383789
mps-uncap,0.2,1.9954562187194813,3.2944989204406747,2.8676080703735356
mps-uncap,0.3,2.1384763717651363,3.2955455780029297,2.9591083526611315
mps-uncap,0.4,2.192389965057373,3.3881044387817396,3.134632110595702
