mode,load,0_alexnet-16,1_resnet18-8,2_squeezenet1_1-8
mps-uncap,0.8,10.152392387390137,12.536964416503885,13.175108432769768
mps-uncap,0.9,19.648418426513658,34.61353302001949,23.28395843505855
mps-uncap,1.0,216.69373512268064,287.13494539260864,356.57917976379383
mps-uncap,0.5,4.175448417663574,5.859565734863263,6.9307136535644505
mps-uncap,0.6,4.89191055297852,8.612957000732422,7.31661319732667
mps-uncap,0.7,8.147358894348157,9.390687942504881,8.965399265289308
mps-uncap,0.1,1.3266611099243177,2.6176214218139657,2.076497077941891
mps-uncap,0.2,1.658935546874997,3.497226238250738,2.6898407936096205
mps-uncap,0.3,2.393209934234612,4.3196988105773935,4.2390823364257795
mps-uncap,0.4,2.8027057647705065,5.421123504638673,4.888057708740234
