mode,load,0_vgg16-4,1_densenet169-16,2_mobilenet_v2-8
mps-uncap,1.0,16.315221786499023,41.66364669799805,17.771482467651367
mig,1.0,18.64767074584961,52.21080780029297,18.975496292114258
