mode,load,0_vgg16-4,1_densenet169-16,2_mobilenet_v2-8
mps-uncap,1.0,688.3356081385535,486.23704999208263,1190.5422642577485
mig,1.0,560.0993567833226,446.8840045078593,1518.2295134878038
