mode,load,0_vgg16-4,1_densenet169-16,2_mobilenet_v2-8
mps-uncap,1.0,7.348060607910156,33.89887809753418,8.845710754394531
mig,1.0,7.281708717346191,36.1079216003418,5.415081977844238
