mode,load,0_vgg16-4,1_densenet169-16,2_mobilenet_v2-8
mps-uncap,1.0,0.000476837158203125,0.00286102294921875,0.005245208740234375
mig,1.0,0.0050067901611328125,0.000476837158203125,0.007152557373046875
