mode,load,0_vgg16-4,1_densenet169-16,2_mobilenet_v2-8
mps-uncap,1.0,16.315221786499023,41.66388511657715,17.77172088623047
mig,1.0,18.64790916442871,52.21104621887207,18.975496292114258
