mode,load,0_vgg16-4,1_densenet169-16,2_mobilenet_v2-8
mps-uncap,1.0,5.539894104003906,32.97877311706543,6.27589225769043
mig,1.0,7.096767425537109,35.65645217895508,5.205392837524414
