mode,load,0_densenet201-2,1_mobilenet_v2-32,2_resnet34-8
mps-uncap,0.8,66.90967459125203,3529.6972356006686,911.576110802795
mps-uncap,0.9,68.91195926101072,3965.431378867747,987.724546983135
mps-uncap,1.0,68.16963699771767,3976.4698750086714,994.2084341406795
mps-uncap,0.5,40.735278421197734,2199.6365504299324,545.257395917109
mps-uncap,0.6,49.024365619237976,2733.038631183478,663.4910847534175
mps-uncap,0.7,56.16493858728909,3231.0998517802864,789.9544895793026
mps-uncap,0.1,6.675471997705703,444.3545426703829,117.78274925009421
mps-uncap,0.2,15.839271220634949,868.063842992172,222.9149518915741
mps-uncap,0.3,22.609392065433777,1332.7017449350262,347.4715661527988
mps-uncap,0.4,32.26053683076369,1848.1179740467428,441.9926432874037
