mode,load,0_densenet201-2,1_mobilenet_v2-32,2_resnet34-8
mps-uncap,0.8,28.427839279174805,17.317771911621094,17.049074172973633
mps-uncap,0.9,41.2449836730957,19.803285598754883,20.990371704101562
mps-uncap,1.0,40.76218605041504,18.02349090576172,19.56486701965332
mps-uncap,0.5,31.674623489379883,14.974355697631836,10.921478271484375
mps-uncap,0.6,28.744220733642578,15.507698059082031,14.124870300292969
mps-uncap,0.7,30.5635929107666,16.858577728271484,16.834259033203125
mps-uncap,0.1,37.482500076293945,14.903545379638672,14.261007308959961
mps-uncap,0.2,38.41900825500488,12.731075286865234,10.68258285522461
mps-uncap,0.3,36.00025177001953,13.004064559936523,12.840509414672852
mps-uncap,0.4,28.814077377319336,21.458148956298828,12.232065200805664
