mode,load,0_mobilenet_v2-2,1_mobilenet_v2-2,2_mobilenet_v2-2,3_mobilenet_v2-2
mig,0.1,5.41996955871582,5.48553466796875,5.4168701171875,5.443453788757324
mig,0.2,4.729866981506348,5.176424980163574,5.181789398193359,5.199193954467773
mig,0.3,3.7305355072021484,3.697633743286133,3.7162303924560547,3.824949264526367
mig,0.4,2.424955368041992,2.4210214614868164,2.4328231811523438,3.6411285400390625
mig,0.5,2.308368682861328,2.3250579833984375,2.2668838500976562,2.5544166564941406
mig,0.6,2.325296401977539,2.25067138671875,2.2420883178710938,2.5479793548583984
mig,0.7,2.2864341735839844,2.2821426391601562,2.2737979888916016,2.5479793548583984
mig,0.8,2.26593017578125,2.2857189178466797,2.263307571411133,2.5544166564941406
mig,0.9,2.222299575805664,2.2890567779541016,2.239704132080078,2.547025680541992
mig,1.0,2.276182174682617,2.2361278533935547,2.2852420806884766,2.5482177734375
