mode,load,0_mobilenet_v2-2,1_mobilenet_v2-2,2_mobilenet_v2-2,3_mobilenet_v2-2
mig,0.1,5.583643913269043,5.628824234008789,5.555272102355957,5.607485771179199
mig,0.2,5.464315414428711,5.530953407287598,5.515098571777344,5.47337532043457
mig,0.3,4.905939102172852,4.990577697753906,4.915833473205566,5.304932594299316
mig,0.4,3.9370059967041016,3.929018974304199,3.9224624633789062,4.261016845703125
mig,0.5,3.4639835357666016,3.314971923828125,3.3208131790161133,3.826141357421875
mig,0.6,3.4177303314208984,3.2813549041748047,3.408074378967285,3.6519765853881836
mig,0.7,4.124760627746582,4.206657409667969,3.9904117584228516,4.309535026550293
mig,0.8,5.206108093261719,5.320429801940918,5.261421203613281,5.341529846191406
mig,0.9,7.5054168701171875,8.695721626281738,6.817817687988281,8.475303649902344
mig,1.0,45.2733039855957,88.14287185668945,214.3329381942749,40.5421257019043
