mode,load,0_mobilenet_v2-2,1_mobilenet_v2-2,2_mobilenet_v2-2,3_mobilenet_v2-2
mig,0.1,7.742536067962639,8.8407039642334,8.22652816772461,7.3942041397094735
mig,0.2,13.056652545928953,13.402223587036149,14.001760482788123,12.42551803588867
mig,0.3,13.236508369445803,13.243103027343746,13.58194112777709,14.107093811035156
mig,0.4,11.257967948913503,11.560878753662113,11.944952011108422,11.113214492797853
mig,0.5,10.754632949829102,9.929370880126964,11.7832374572754,11.021862030029292
mig,0.6,11.243953704833983,9.210264682769774,10.42164087295532,12.545239925384514
mig,0.7,15.322687625884953,17.661762237548874,14.003582000732418,13.640050888061527
mig,0.8,23.187756538391067,26.41803026199332,21.09656333923339,24.962768554687507
mig,0.9,28.804512023925795,34.88861322402954,31.66613578796379,47.473850250244155
mig,1.0,140.71030616760245,321.31903648376465,705.0074195861818,140.0910520553589
