mode,load,0_mobilenet_v2-2,1_mobilenet_v2-2,2_mobilenet_v2-2,3_mobilenet_v2-2
mig,0.1,16.18647575378418,19.85645294189453,21.71492576599121,18.132925033569336
mig,0.2,25.883913040161133,29.154539108276367,27.64749526977539,25.052785873413086
mig,0.3,27.252197265625,24.904966354370117,29.166698455810547,32.4094295501709
mig,0.4,23.517131805419922,22.864580154418945,23.227453231811523,24.227380752563477
mig,0.5,20.231962203979492,19.501209259033203,22.84526824951172,21.921396255493164
mig,0.6,25.562763214111328,17.0743465423584,20.30467987060547,23.360013961791992
mig,0.7,25.10213851928711,29.599666595458984,24.219751358032227,23.027420043945312
mig,0.8,42.19937324523926,36.038875579833984,43.39337348937988,42.23823547363281
mig,0.9,44.34800148010254,56.878089904785156,44.679880142211914,65.37365913391113
mig,1.0,169.2049503326416,344.32125091552734,735.5988025665283,173.9354133605957
