mode,load,0_mobilenet_v2-2,1_mobilenet_v2-2,2_mobilenet_v2-2,3_mobilenet_v2-2
mig,0.1,5.818963050842285,5.853176116943359,5.814528465270996,5.846500396728516
mig,0.2,5.717873573303223,5.688905715942383,5.700302124023438,5.824089050292969
mig,0.3,5.236387252807617,5.211830139160156,5.1868438720703125,5.511617660522461
mig,0.4,3.9191246032714844,3.9012670516967773,3.877401351928711,4.204750061035156
mig,0.5,3.6827087402343754,3.317117691040039,3.603482246398926,3.8017988204956055
mig,0.6,2.451181411743164,2.376079559326172,2.3734331130981445,2.579212188720703
mig,0.7,2.4149417877197266,2.4194717407226562,2.378225326538086,2.5746822357177734
mig,0.8,2.3572444915771484,2.3670196533203125,2.361297607421875,2.5763511657714844
mig,0.9,2.3050308227539062,2.365231513977051,2.3224353790283203,2.565145492553711
mig,1.0,2.338886260986328,2.3301601409912114,2.3527145385742188,2.558469772338867
