mode,load,0_mobilenet_v2-2,1_mobilenet_v2-2,2_mobilenet_v2-2,3_mobilenet_v2-2
mig,0.1,11.381149291992188,14.671087265014648,16.27206802368164,12.217044830322266
mig,0.2,22.16649055480957,25.421857833862305,24.08456802368164,21.161556243896484
mig,0.3,23.615121841430664,21.15917205810547,25.633811950683594,29.865741729736328
mig,0.4,20.53999900817871,20.499706268310547,20.964860916137695,20.55811882019043
mig,0.5,17.990827560424805,17.20714569091797,20.622730255126953,19.36197280883789
mig,0.6,23.110628128051758,14.814615249633789,18.036603927612305,20.784616470336914
mig,0.7,22.764205932617188,27.171850204467773,21.880388259887695,20.490169525146484
mig,0.8,39.960622787475586,33.715009689331055,41.10145568847656,39.68453407287598
mig,0.9,42.05584526062012,54.625749588012695,42.43040084838867,62.82782554626465
mig,1.0,166.9621467590332,341.83478355407715,733.23655128479,171.3864803314209
