mode,load,0_mobilenet_v2-2,1_mobilenet_v2-2,2_mobilenet_v2-2,3_mobilenet_v2-2
mig,0.1,2.2537708282470703,2.2840499877929688,2.251863479614258,2.543926239013672
mig,0.2,2.2461414337158203,2.2156238555908203,2.2306442260742188,2.5529861450195312
mig,0.3,2.248525619506836,2.2029876708984375,2.227306365966797,2.5472640991210938
mig,0.4,2.2444725036621094,2.262592315673828,2.2466182708740234,2.5475025177001953
mig,0.5,2.2156238555908203,2.239704132080078,2.1996498107910156,2.550840377807617
mig,0.6,2.2649765014648438,2.176046371459961,2.190113067626953,2.5451183319091797
mig,0.7,2.2284984588623047,2.2208690643310547,2.2165775299072266,2.5434494018554688
mig,0.8,2.2118091583251953,2.233266830444336,2.20489501953125,2.549886703491211
mig,0.9,2.172231674194336,2.244234085083008,2.1927356719970703,2.5429725646972656
mig,1.0,2.2313594818115234,2.1924972534179688,2.245187759399414,2.5475025177001953
