mode,load,0_mobilenet_v2-2,1_mobilenet_v2-2,2_mobilenet_v2-2,3_mobilenet_v2-2
mig,0.1,6.936311721801758,6.902456283569336,6.65593147277832,6.882429122924805
mig,0.2,6.677865982055664,6.6013336181640625,6.664752960205078,6.50787353515625
mig,0.3,6.840229034423828,7.104396820068359,7.3070526123046875,7.010698318481445
mig,0.4,6.124734878540039,6.049156188964844,6.369113922119141,6.134510040283203
mig,0.5,5.511760711669922,5.203723907470703,5.373954772949219,5.731344223022461
mig,0.6,5.378007888793945,5.311489105224609,5.305290222167969,5.07664680480957
mig,0.7,3.9010047912597656,3.928661346435547,4.883289337158203,5.198478698730469
mig,0.8,3.971576690673828,3.927469253540039,4.078149795532227,3.912210464477539
mig,0.9,3.263711929321289,3.0558109283447266,3.5233497619628906,3.6580562591552734
mig,1.0,3.015279769897461,3.2074451446533203,3.015279769897461,3.0584335327148438
