mode,load,0_mobilenet_v2-2,1_mobilenet_v2-2,2_mobilenet_v2-2,3_mobilenet_v2-2
mig,0.1,0.04410743713378906,0.04363059997558594,0.04315376281738281,0.045299530029296875
mig,0.2,0.04315376281738281,0.04506111145019531,0.04553794860839844,0.044345855712890625
mig,0.3,0.11658668518066406,0.30350685119628906,0.20015239715576172,0.046253204345703125
mig,0.4,0.3814697265625,0.4284381866455078,0.46706199645996094,0.19288063049316406
mig,0.5,0.5257129669189453,0.5159378051757812,0.47969818115234375,0.63323974609375
mig,0.6,1.0006427764892578,0.9223222732543945,1.0707378387451172,0.9908676147460938
mig,0.7,1.8372535705566406,1.9140243530273438,1.718759536743164,1.761317253112793
mig,0.8,2.9363632202148438,3.0357837677001953,3.0031204223632812,2.7878284454345703
mig,0.9,5.286931991577148,6.398558616638184,4.578351974487305,5.926370620727539
mig,1.0,42.98138618469238,85.80660820007324,212.04137802124023,37.9793643951416
