mode,load,0_mobilenet_v2-2,1_mobilenet_v2-2,2_mobilenet_v2-2,3_mobilenet_v2-2
mig,0.1,3.3669471740722656,3.3004283905029297,2.8287649154663095,2.8501033782958998
mig,0.2,5.556797981262208,5.807638168334961,5.413436889648442,5.010843276977539
mig,0.3,6.089544296264654,6.058692932128906,6.0225725173950195,6.0836076736450195
mig,0.4,5.32374382019043,5.371356010437012,5.449199676513674,5.204343795776368
mig,0.5,4.525423049926759,4.314184188842773,4.61277961730957,4.966306686401366
mig,0.6,5.1769256591796875,4.676222801208496,4.985594749450684,5.586743354797363
mig,0.7,7.5645923614502015,8.096694946289062,6.870889663696291,6.8115949630737305
mig,0.8,11.758923530578613,11.620402336120605,10.85662841796875,10.928821563720701
mig,0.9,17.3337459564209,21.202564239501953,17.665624618530273,20.5805778503418
mig,1.0,100.15034675598145,189.5545482635498,415.8074140548706,96.10242843627933
