mode,load,0_densenet201-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_squeezenet1_0-32
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.007152557373046875,0.000476837158203125
