mode,load,0_densenet201-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_squeezenet1_0-32
mps-uncap,1.0,360.9458019524698,2002.6824492632736,1135.8637081308736,2650.047887362028
