mode,load,0_mobilenet_v3_large-4,1_resnet101-2,2_vgg11-4
mps-uncap,0.8,5.647420883178711,13.171195983886719,3.949880599975586
mps-uncap,0.9,6.161689758300781,11.568546295166016,4.268169403076172
mps-uncap,1.0,5.7373046875,13.04936408996582,3.839731216430664
mps-uncap,0.5,7.548809051513672,15.657901763916016,3.7963390350341797
mps-uncap,0.6,7.458209991455078,13.245582580566406,3.403186798095703
mps-uncap,0.7,6.103277206420898,12.085676193237305,3.0639171600341797
mps-uncap,0.1,8.599996566772461,14.6636962890625,3.197193145751953
mps-uncap,0.2,9.135246276855469,17.65584945678711,2.953052520751953
mps-uncap,0.3,8.506298065185547,15.495061874389648,3.470182418823242
mps-uncap,0.4,8.298397064208984,15.777587890625,2.98309326171875
