mode,load,0_mobilenet_v3_large-4,1_resnet101-2,2_vgg11-4
mps-uncap,0.8,6.505608558654785,10.15329360961914,3.8967132568359375
mps-uncap,0.9,12.605071067810059,13.779878616333008,5.85019588470459
mps-uncap,1.0,1700.4435062408447,30.530929565429688,31.669139862060547
mps-uncap,0.5,4.909276962280273,9.763956069946289,2.347230911254883
mps-uncap,0.6,4.505395889282227,9.370923042297363,2.473592758178711
mps-uncap,0.7,4.642486572265625,9.382247924804688,2.7456283569335938
mps-uncap,0.1,7.00068473815918,12.275218963623047,2.010822296142578
mps-uncap,0.2,7.359504699707031,12.722253799438477,2.0630359649658203
mps-uncap,0.3,6.758213043212891,12.331485748291016,2.1886825561523438
mps-uncap,0.4,5.774021148681641,10.603547096252441,2.2859573364257812
