mode,load,0_mobilenet_v3_large-4,1_resnet101-2,2_vgg11-4
mps-uncap,0.8,31.19192600250245,40.41604042053217,19.12788391113278
mps-uncap,0.9,100.79834938049314,56.27098083496102,30.11980056762693
mps-uncap,1.0,3185.14142036438,185.57469129562367,231.21135711669928
mps-uncap,0.5,18.003711700439453,29.059324264526364,7.503747940063477
mps-uncap,0.6,17.450900077819824,29.93725538253785,8.725187778472916
mps-uncap,0.7,19.050872325897195,36.34656429290769,11.760540008544918
mps-uncap,0.1,15.381479263305604,25.134019851684553,3.631179332733147
mps-uncap,0.2,22.1241283416748,31.342544555664126,4.303665161132806
mps-uncap,0.3,19.93238925933838,32.89048433303826,5.122470855712888
mps-uncap,0.4,19.986495971679688,32.055039405822775,6.417770385742195
