mode,load,0_mobilenet_v3_large-4,1_resnet101-2,2_vgg11-4
mps-uncap,0.8,868.8901285787466,163.51601436947035,1190.860280188842
mps-uncap,0.9,982.3258883006534,176.86091493362278,1361.867915130774
mps-uncap,1.0,1034.1477066994066,198.3232139784389,1502.9276015572436
mps-uncap,0.5,537.0150637234809,98.20634234915188,749.1834536085862
mps-uncap,0.6,636.09258625937,119.39670291769599,872.9387627367075
mps-uncap,0.7,752.1486430863888,141.35027397983367,1057.528434825678
mps-uncap,0.1,103.85054085744613,19.84372035217111,149.92432925224404
mps-uncap,0.2,208.37707470966023,40.901480221177415,295.2156483218701
mps-uncap,0.3,329.83609336979714,58.58413111566023,438.4395019509111
mps-uncap,0.4,425.6671280000813,77.94739657539228,601.130167049124
