mode,load,0_mobilenet_v3_large-4,1_resnet101-2,2_vgg11-4
mps-uncap,0.8,2.7551651000976562,5.023956298828125,1.827239990234375
mps-uncap,0.9,2.7518272399902344,5.016326904296875,1.8296241760253906
mps-uncap,1.0,2.776622772216797,5.096673965454102,1.8367767333984375
mps-uncap,0.5,2.7086734771728516,5.03230094909668,1.8305778503417969
mps-uncap,0.6,2.756834030151367,5.010366439819336,1.82342529296875
mps-uncap,0.7,2.758026123046875,4.99272346496582,1.8260478973388672
mps-uncap,0.1,2.767324447631836,5.19108772277832,1.8231868743896484
mps-uncap,0.2,2.790212631225586,5.116939544677734,1.8355846405029297
mps-uncap,0.3,2.7246475219726562,5.077600479125977,1.8210411071777344
mps-uncap,0.4,2.780914306640625,5.129814147949219,1.8281936645507812
