mode,load,0_mobilenet_v3_large-4,1_resnet101-2,2_vgg11-4
mps-uncap,0.8,48.1266975402832,57.04951286315918,32.48906135559082
mps-uncap,0.9,124.13763999938965,79.559326171875,40.85421562194824
mps-uncap,1.0,3270.4174518585205,271.6712951660156,250.15020370483398
mps-uncap,0.5,26.560306549072266,34.71875190734863,10.810613632202148
mps-uncap,0.6,23.102998733520508,33.269405364990234,15.441179275512695
mps-uncap,0.7,27.584314346313477,45.76992988586426,18.53799819946289
mps-uncap,0.1,13.490676879882812,23.98204803466797,2.660989761352539
mps-uncap,0.2,27.498245239257812,27.61697769165039,4.747152328491211
mps-uncap,0.3,22.17721939086914,35.49361228942871,9.140491485595703
mps-uncap,0.4,26.03459358215332,32.946109771728516,10.308265686035156
