mode,load,0_mobilenet_v3_large-4,1_resnet101-2,2_vgg11-4
mps-uncap,0.8,3.082752227783203,2.858400344848633,1.6021728515625
mps-uncap,0.9,9.04381275177002,6.024599075317383,3.4492015838623047
mps-uncap,1.0,1696.6063976287842,21.65961265563965,29.09684181213379
mps-uncap,0.5,0.3743171691894531,0.04363059997558594,0.040531158447265625
mps-uncap,0.6,0.6163120269775391,0.041961669921875,0.04291534423828125
mps-uncap,0.7,1.3767480850219727,0.682830810546875,0.5345344543457031
mps-uncap,0.1,0.049114227294921875,0.05817413330078125,0.04506111145019531
mps-uncap,0.2,0.04839897155761719,0.05507469177246094,0.04291534423828125
mps-uncap,0.3,0.04673004150390625,0.05173683166503906,0.04458427429199219
mps-uncap,0.4,0.050067901611328125,0.047206878662109375,0.04458427429199219
