mode,load,0_mobilenet_v3_large-4,1_resnet101-2,2_vgg11-4
mps-uncap,0.8,2.7179718017578125,4.989385604858398,1.8138885498046875
mps-uncap,0.9,2.7005672454833984,4.98199462890625,1.8138885498046875
mps-uncap,1.0,2.710103988647461,5.007743835449219,1.8262863159179688
mps-uncap,0.5,2.6597976684570312,4.977941513061523,1.8165111541748047
mps-uncap,0.6,2.7184486389160156,4.9648284912109375,1.8129348754882812
mps-uncap,0.7,2.7091503143310547,4.935026168823242,1.8105506896972656
mps-uncap,0.1,2.6819705963134766,5.082130432128906,1.8086433410644531
mps-uncap,0.2,2.75421142578125,5.063533782958984,1.819610595703125
mps-uncap,0.3,2.6950836181640625,5.048990249633789,1.8107891082763672
mps-uncap,0.4,2.7158260345458984,5.051374435424805,1.8143653869628906
