mode,load,0_mobilenet_v3_large-4,1_resnet101-2,2_vgg11-4
mps-uncap,0.8,3.3925771713256836,7.549524307250977,2.329587936401367
mps-uncap,0.9,3.5753250122070312,8.351802825927734,2.4368762969970703
mps-uncap,1.0,3.8645267486572266,8.951067924499512,2.566099166870117
mps-uncap,0.5,3.6966800689697266,8.470773696899414,2.129077911376953
mps-uncap,0.6,3.1756162643432617,7.932543754577637,2.162933349609375
mps-uncap,0.7,3.1872987747192383,7.249116897583008,2.1941661834716797
mps-uncap,0.1,6.752490997314453,12.119531631469727,1.951456069946289
mps-uncap,0.2,6.867885589599609,12.155294418334961,1.9788742065429688
mps-uncap,0.3,5.135297775268555,11.36767864227295,2.068042755126953
mps-uncap,0.4,4.58979606628418,9.123086929321289,2.112150192260742
