mode,load,0_efficientnet_b5-32,1_squeezenet1_0-32,2_vgg19-8
mps-uncap,0.8,12.82191276550293,2.2524595260620117,2.5691986083984375
mps-uncap,0.9,59.609293937683105,9.024858474731445,8.428692817687988
mps-uncap,1.0,226.99379920959473,42.45615005493164,74.92446899414062
mps-uncap,0.5,0.057697296142578125,0.05054473876953125,0.050067901611328125
mps-uncap,0.6,0.05888938903808594,0.04863739013671875,0.04839897155761719
mps-uncap,0.7,0.05984306335449219,0.046372413635253906,0.0476837158203125
mps-uncap,0.1,0.06270408630371094,0.0591278076171875,0.05984306335449219
mps-uncap,0.2,0.06413459777832031,0.05602836608886719,0.052809715270996094
mps-uncap,0.3,0.05888938903808594,0.055789947509765625,0.05555152893066406
mps-uncap,0.4,0.0629425048828125,0.0514984130859375,0.05125999450683594
