mode,load,0_efficientnet_b5-32,1_squeezenet1_0-32,2_vgg19-8
mps-uncap,0.8,300.67330006365376,1595.8206197582704,424.9637760560256
mps-uncap,0.9,365.9592644295396,1795.413028205978,465.94019518666
mps-uncap,1.0,360.5795741550155,1988.558640658929,546.8696806487426
mps-uncap,0.5,209.4252466409677,1004.25003711414,269.9202375398971
mps-uncap,0.6,199.87966418845815,1213.8457183896983,313.38588615677816
mps-uncap,0.7,254.7386066467053,1290.3325704324668,363.5734726458424
mps-uncap,0.1,38.09967552783387,179.3253229044063,53.39490105617384
mps-uncap,0.2,66.01249767015699,391.0723185312214,109.39471201976318
mps-uncap,0.3,99.82273876762446,562.5160183843695,164.43789695525723
mps-uncap,0.4,137.9082588925838,762.1780496636718,210.39901694898518
