mode,load,0_efficientnet_b5-32,1_squeezenet1_0-32,2_vgg19-8
mps-uncap,0.8,87.54950761795041,19.3273401260376,18.278636932373047
mps-uncap,0.9,85.49849510192873,20.418405532836914,18.78827571868896
mps-uncap,1.0,89.61404085159302,20.05856037139892,19.240891933441162
mps-uncap,0.5,69.91156578063966,19.244337081909173,17.518050670623783
mps-uncap,0.6,74.96623992919923,18.682751655578613,17.18280792236328
mps-uncap,0.7,79.96208429336549,19.52160120010376,17.76963233947753
mps-uncap,0.1,37.65601158142088,13.922157287597653,13.003339767456044
mps-uncap,0.2,46.703808307647705,14.016978740692137,13.067944049835205
mps-uncap,0.3,50.201210975646966,14.839744567871094,13.817839622497566
mps-uncap,0.4,60.17696380615227,18.011603355407715,15.938842296600344
