mode,load,0_efficientnet_b5-32,1_squeezenet1_0-32,2_vgg19-8
mps-uncap,0.8,91.52650833129883,20.696163177490234,19.53268051147461
mps-uncap,0.9,87.79478073120117,22.104501724243164,20.04075050354004
mps-uncap,1.0,90.70897102355957,21.085023880004883,20.981788635253906
mps-uncap,0.5,77.29220390319824,20.850181579589844,19.498825073242188
mps-uncap,0.6,83.44697952270508,20.00737190246582,18.278121948242188
mps-uncap,0.7,86.03358268737793,21.337509155273438,19.351482391357422
mps-uncap,0.1,39.353132247924805,18.889904022216797,18.77617835998535
mps-uncap,0.2,47.37353324890137,19.93250846862793,18.9206600189209
mps-uncap,0.3,60.11343002319336,19.853591918945312,18.608808517456055
mps-uncap,0.4,66.5595531463623,19.969701766967773,17.926931381225586
