mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,10.739564895629883,1.198410987854004,2.005338668823242
mps-uncap,0.9,26.26824378967285,4.182100296020508,4.409313201904297
mps-uncap,1.0,673.8715171813965,10.47968864440918,38.62178325653076
mps-uncap,0.5,0.05650520324707031,0.04863739013671875,0.04363059997558594
mps-uncap,0.6,0.054836273193359375,0.04673004150390625,0.0438690185546875
mps-uncap,0.7,1.407623291015625,0.38552284240722656,0.8857250213623047
mps-uncap,0.1,0.06008148193359375,0.04935264587402344,0.04935264587402344
mps-uncap,0.2,0.05745887756347656,0.045299530029296875,0.045299530029296875
mps-uncap,0.3,0.05626678466796875,0.04744529724121094,0.042438507080078125
mps-uncap,0.4,0.05650520324707031,0.04649162292480469,0.04363059997558594
