mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,134.48767662048334,31.346316337585446,29.249806404113766
mps-uncap,0.9,230.6885242462161,46.83609962463352,41.11478090286254
mps-uncap,1.0,1276.6013956069949,96.97029113769523,327.1900534629822
mps-uncap,0.5,57.046904563903745,19.21765804290774,13.269863128662111
mps-uncap,0.6,59.199476242065316,19.101657867431644,15.575413703918468
mps-uncap,0.7,87.83719539642331,19.330148696899396,23.700504302978448
mps-uncap,0.1,42.74835109710695,11.726646423339842,5.7647299766540465
mps-uncap,0.2,43.51434469223022,12.03391075134282,7.526085376739506
mps-uncap,0.3,45.98102569580077,15.0989890098572,8.434534072875977
mps-uncap,0.4,44.557993412017794,19.266500473022436,10.273103713989261
