mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,30.153989791870117,5.82277774810791,5.79380989074707
mps-uncap,0.9,49.50547218322754,8.911371231079102,8.6134672164917
mps-uncap,1.0,699.3448734283447,15.426397323608398,43.413639068603516
mps-uncap,0.5,18.49377155303955,6.050825119018555,3.8101673126220703
mps-uncap,0.6,19.502639770507812,5.878448486328125,4.164695739746094
mps-uncap,0.7,23.749589920043945,5.583286285400391,5.1174163818359375
mps-uncap,0.1,23.748278617858887,5.975961685180664,3.108978271484375
mps-uncap,0.2,19.55103874206543,5.850076675415039,3.11887264251709
mps-uncap,0.3,18.74232292175293,6.155729293823242,3.2749176025390625
mps-uncap,0.4,18.476128578186035,6.093025207519531,3.3931732177734375
