mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,12.141942977905273,2.388477325439453,2.9561519622802734
mps-uncap,0.9,11.516094207763672,2.4046897888183594,2.959728240966797
mps-uncap,1.0,15.18702507019043,2.537250518798828,3.008127212524414
mps-uncap,0.5,11.488676071166992,2.3920536041259766,2.9768943786621094
mps-uncap,0.6,11.518716812133789,2.437591552734375,2.968311309814453
mps-uncap,0.7,11.511802673339844,2.398252487182617,2.9659271240234375
mps-uncap,0.1,11.646270751953125,2.425670623779297,2.9692649841308594
mps-uncap,0.2,11.524438858032227,2.3679733276367188,2.979278564453125
mps-uncap,0.3,11.62576675415039,2.494335174560547,2.9823780059814453
mps-uncap,0.4,11.495828628540039,2.3572444915771484,2.9802322387695312
