mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,163.64002227783203,60.75239181518555,38.99502754211426
mps-uncap,0.9,256.3138008117676,78.43184471130371,64.52322006225586
mps-uncap,1.0,1325.0401020050049,119.31562423706055,356.7368984222412
mps-uncap,0.5,72.02816009521484,33.380746841430664,27.832746505737305
mps-uncap,0.6,75.05130767822266,25.341033935546875,31.027555465698242
mps-uncap,0.7,141.7074203491211,37.5514030456543,37.87565231323242
mps-uncap,0.1,44.60716247558594,17.14181900024414,7.408857345581055
mps-uncap,0.2,50.069332122802734,17.60411262512207,11.074542999267578
mps-uncap,0.3,72.57461547851562,20.908832550048828,13.045549392700195
mps-uncap,0.4,51.9711971282959,41.14246368408203,16.069412231445312
