mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,51.94425582885742,9.644031524658207,11.075592041015623
mps-uncap,0.9,125.64659118652344,22.136735916137695,19.63756084442139
mps-uncap,1.0,1006.9747447967532,41.9825553894043,228.69558334350586
mps-uncap,0.5,15.475320816040039,6.697177886962891,3.523540496826172
mps-uncap,0.6,17.508983612060547,6.5604686737060565,4.673480987548828
mps-uncap,0.7,33.70037078857422,7.24177360534668,7.801532745361328
mps-uncap,0.1,0.36246776580811235,0.07424354553222656,0.07078647613525393
mps-uncap,0.2,10.170555114746092,2.7234554290771493,1.0905981063842771
mps-uncap,0.3,9.987115859985352,4.649639129638672,1.9490718841552734
mps-uncap,0.4,12.45098114013672,5.622053146362306,2.7955055236816415
