mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,27.60331630706787,7.502548694610595,5.558462142944335
mps-uncap,0.9,28.01139354705811,7.659673690795898,5.621495246887206
mps-uncap,1.0,28.051602840423588,7.062988281249998,6.001558303833008
mps-uncap,0.5,25.0289249420166,6.893682479858399,5.7171630859375
mps-uncap,0.6,25.63934326171873,7.132043838500978,5.456252098083496
mps-uncap,0.7,26.721615791320797,6.69905662536621,5.759172439575195
mps-uncap,0.1,27.260072231292725,7.039804458618163,5.2186989784240705
mps-uncap,0.2,24.92164134979248,6.790847778320315,5.332226753234864
mps-uncap,0.3,25.56591033935547,7.04561471939087,5.440950393676758
mps-uncap,0.4,24.558253288269043,6.991081237792967,5.640392303466797
