mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,11.553525924682617,2.3398399353027344,2.9413700103759766
mps-uncap,0.9,11.474370956420898,2.351999282836914,2.947092056274414
mps-uncap,1.0,11.595010757446289,2.355337142944336,2.977609634399414
mps-uncap,0.5,11.455297470092773,2.3550987243652344,2.966165542602539
mps-uncap,0.6,11.481046676635742,2.3832321166992188,2.951383590698242
mps-uncap,0.7,11.486291885375977,2.3376941680908203,2.953052520751953
mps-uncap,0.1,11.60740852355957,2.3865699768066406,2.9582977294921875
mps-uncap,0.2,11.50202751159668,2.3221969604492188,2.9664039611816406
mps-uncap,0.3,11.589765548706055,2.4449825286865234,2.971172332763672
mps-uncap,0.4,11.46841049194336,2.313375473022461,2.9649734497070312
