mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,0.012159347534179688,0.009059906005859375,0.008344650268554688
mps-uncap,0.9,0.010728836059570312,0.009059906005859375,0.008344650268554688
mps-uncap,1.0,0.01811981201171875,0.008821487426757812,0.008821487426757812
mps-uncap,0.5,0.010967254638671875,0.010728836059570312,0.010251998901367188
mps-uncap,0.6,0.011444091796875,0.009775161743164062,0.009775161743164062
mps-uncap,0.7,0.011920928955078125,0.008821487426757812,0.008821487426757812
mps-uncap,0.1,0.019788742065429688,0.011682510375976562,0.010251998901367188
mps-uncap,0.2,0.01239776611328125,0.010728836059570312,0.01049041748046875
mps-uncap,0.3,0.0133514404296875,0.011444091796875,0.010013580322265625
mps-uncap,0.4,0.012636184692382812,0.009775161743164062,0.010251998901367188
