mode,load,0_efficientnet_b6-8,1_mobilenet_v3_small-16,2_squeezenet1_0-16
mps-uncap,0.8,73.7454891204834,14.191412925720215,15.2163028717041
mps-uncap,0.9,148.4663486480713,27.022361755371097,24.05021190643311
mps-uncap,1.0,1033.7542533874525,47.136259078979485,233.7148666381837
mps-uncap,0.5,31.62300586700438,11.877298355102539,7.468175888061523
mps-uncap,0.6,35.967350006103516,11.517810821533207,8.480072021484375
mps-uncap,0.7,52.326726913452156,11.74435615539551,12.032842636108397
mps-uncap,0.1,25.26547908782959,6.731748580932617,3.9943933486938485
mps-uncap,0.2,27.00541019439697,7.845497131347656,4.936909675598143
mps-uncap,0.3,26.86023712158203,10.393619537353516,5.484819412231445
mps-uncap,0.4,29.46300506591798,11.14339828491211,6.231832504272462
