mode,load,0_densenet121-4,1_densenet121-4
mig,0.1,0.056743621826171875,0.05698204040527344
mig,0.2,0.05042552947998047,0.05078315734863281
mig,0.3,0.04863739013671875,0.04935264587402344
mig,0.4,0.05054473876953125,0.04935264587402344
mig,0.5,0.5691051483154297,0.9387731552124023
mig,0.6,3.1464099884033203,3.073453903198242
mig,0.7,4.767656326293945,5.7506561279296875
mig,0.8,9.341716766357422,10.534286499023438
mig,0.9,17.18318462371826,17.714262008666992
mig,1.0,298.0780601501465,86.82727813720703
