mode,load,0_densenet201-8,1_squeezenet1_0-16,2_vgg13-16
mps-uncap,0.8,0.0133514404296875,0.0095367431640625,0.011444091796875
mps-uncap,0.9,0.013828277587890625,0.011205673217773438,0.011920928955078125
mps-uncap,1.0,0.01430511474609375,0.011682510375976562,0.011920928955078125
mps-uncap,0.5,0.014543533325195312,0.0095367431640625,0.011444091796875
mps-uncap,0.6,0.012636184692382812,0.010967254638671875,0.010967254638671875
mps-uncap,0.7,0.012636184692382812,0.010967254638671875,0.0095367431640625
mps-uncap,0.1,0.024557113647460938,0.0209808349609375,0.014066696166992188
mps-uncap,0.2,0.02288818359375,0.014066696166992188,0.011682510375976562
mps-uncap,0.3,0.01239776611328125,0.011444091796875,0.011205673217773438
mps-uncap,0.4,0.012636184692382812,0.011444091796875,0.01049041748046875
